69,12
79,92
31,87
14,52
96,26
98,47
99,74
98,94
99,43
95,43
84,9
94,68
60,77
97,95
99,7
99,93
75,55
81,36
95,63
95,82
97,2
19,35
22,79
27,55
93,1
44,84
99,95
99,25
95,91
99,52
81,71
77,21
81,01
71,05
93,1
55,73
66,1
98,86
31,37
93,53
84,6
70,58
80,29
87,37
59,11
98,25
94,79
94,56
89,27
10,09
14,23
17,28
28,95
99,68
99,1
99,1
11,41
42,57
93,39
78,41
98,64
99,63
18,64
47,7
25,75
76,81
69,12
98,21
86,05
89,49
87,37
94,68
43,7
98,54
33,39
99,77
96,17
22,79
98,84
87,11
91,82
45,41
50,0
50,0
93,1
41,45
99,61
98,78
99,73
53,45
14,23
98,81
99,05
99,36
55,73
99,31
92,16
98,81
99,72
98,44
98,54
98,84
99,63
97,55
67,63
98,0
98,47
81,01
98,4
98,61
98,86
99,82
27,09
23,19
46,55
99,91
65,06
67,12
94,56
99,48
99,77
86,05
89,7
86,85
92,8
37,6
85,77
87,62
87,87
90,12
90,12
92,16
94,9
31,87
45,98
96,34
96,57
59,11
75,97
99,77
72,91
24,03
97,71
98,54
89,05
79,55
82,39
98,0
95,82
89,91
99,91
99,85
93,1
98,64
35,46
99,7
66,1
99,36
99,12
99,71
98,09
92,95
28,95
92,32
45,98
29,9
34,94
76,39
80,65
71,99
98,54
99,3
85,48
59,66
53,45
93,67
48,85
78,01
76,81
53,45
56,3
62,4
99,91
99,76
99,8
96,17
99,51
99,74
98,0
98,09
98,4
89,91
79,55
79,92
11,18
85,48
86,05
99,7
18,64
99,41
95,53
28,95
96,72
97,07
92,32
36,53
44,27
35,46
99,76
27,09
34,42
36,53
99,16
98,64
97,38
91,46
94,9
97,13
26,64
93,53
85,48
86,85
59,66
97,38
45,41
46,55
57,99
51,73
